# Pathway	H9.humann2_Abundance
LACTOSECAT-PWY: lactose and galactose degradation I	17.8338676457
LACTOSECAT-PWY: lactose and galactose degradation I|g__Staphylococcus.s__Staphylococcus_epidermidis	3.0611572039
LACTOSECAT-PWY: lactose and galactose degradation I|g__Staphylococcus.s__Staphylococcus_hominis	2.5144297051
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	1.6119564925
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified	1.3953967333
PWY-5005: biotin biosynthesis II	17.6762653407
PWY-5005: biotin biosynthesis II|unclassified	3.9797195913
ASPASN-PWY: superpathway of aspartate and asparagine biosynthesis; interconversion of aspartate and asparagine	17.1532357260
ASPASN-PWY: superpathway of aspartate and asparagine biosynthesis; interconversion of aspartate and asparagine|unclassified	9.7838215911
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	16.9456994884
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	5.5632823366
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	2.5561886789
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|unclassified	2.4987774675
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Pseudomonas.s__Pseudomonas_putida	1.3966480447
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Acinetobacter.s__Acinetobacter_ursingii	0.5428881650
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Acinetobacter.s__Acinetobacter_johnsonii	0.4411800895
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I	16.8126128932
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I|g__Gordonia.s__Gordonia_otitidis	3.7464103022
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I|unclassified	3.1909400009
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)	16.7479984757
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)|unclassified	5.4935776102
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	3.5377358491
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	16.6798546709
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified	7.2696436223
PWY-6353: purine nucleotides degradation II (aerobic)	16.4685508750
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	4.6060334339
FAO-PWY: fatty acid &beta;-oxidation I	16.4219997070
FAO-PWY: fatty acid &beta;-oxidation I|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	6.2411417090
FAO-PWY: fatty acid &beta;-oxidation I|unclassified	2.3466778486
FAO-PWY: fatty acid &beta;-oxidation I|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	2.2098949837
FAO-PWY: fatty acid &beta;-oxidation I|g__Pseudomonas.s__Pseudomonas_putida	1.4728784895
FAO-PWY: fatty acid &beta;-oxidation I|g__Acinetobacter.s__Acinetobacter_ursingii	0.6129328838
PWY-6728: methylaspartate cycle	16.3256875750
PWY-6728: methylaspartate cycle|unclassified	6.3413657096
PWY-6728: methylaspartate cycle|g__Porphyromonas.s__Porphyromonas_bennonis	0.9620009620
PWY-5345: superpathway of methionine biosynthesis (by sulfhydrylation)	16.1463237698
PWY-5345: superpathway of methionine biosynthesis (by sulfhydrylation)|unclassified	6.0661018150
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	15.8769565719
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)	15.8344875309
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)|unclassified	5.0657691995
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	3.5377358491
PWY-5022: 4-aminobutyrate degradation V	15.4528668678
PWY-5022: 4-aminobutyrate degradation V|unclassified	3.4113416447
PWY-1269: CMP-KDO biosynthesis I	15.3846623408
PWY-1269: CMP-KDO biosynthesis I|unclassified	6.7950359275
PWY-1269: CMP-KDO biosynthesis I|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	3.7105751391
PWY-1269: CMP-KDO biosynthesis I|g__Methylobacterium.s__Methylobacterium_extorquens	1.7878426698
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	15.1432491220
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	6.6692384421
PWY-6628: superpathway of phenylalanine biosynthesis	14.9442025478
PWY-6628: superpathway of phenylalanine biosynthesis|unclassified	6.6963934753
PWY-6124: inosine-5'-phosphate biosynthesis II	14.7947595438
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	10.0539285321
PWY-7199: pyrimidine deoxyribonucleosides salvage	14.0997631505
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	10.4458766839
PWY-1861: formaldehyde assimilation II (RuMP Cycle)	13.7876868794
FERMENTATION-PWY: mixed acid fermentation	13.6598226596
FERMENTATION-PWY: mixed acid fermentation|unclassified	8.3818931417
PWY-7094: fatty acid salvage	13.2829209300
PWY-7094: fatty acid salvage|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	4.6367066052
PWY-7094: fatty acid salvage|g__Acinetobacter.s__Acinetobacter_johnsonii	1.7969451932
PWY-7094: fatty acid salvage|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	1.7346041749
PWY-7094: fatty acid salvage|g__Acinetobacter.s__Acinetobacter_ursingii	1.1788977306
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	13.1726001363
PWY66-388: fatty acid &alpha;-oxidation III	13.0986210414
PWY66-388: fatty acid &alpha;-oxidation III|g__Corynebacterium.s__Corynebacterium_amycolatum	3.8850843874
PWY66-388: fatty acid &alpha;-oxidation III|g__Micrococcus.s__Micrococcus_luteus	1.8133749459
PWY-5747: 2-methylcitrate cycle II	12.9235021536
PWY-5747: 2-methylcitrate cycle II|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	5.5219397255
PWY-5747: 2-methylcitrate cycle II|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.6179111590
PWY-5747: 2-methylcitrate cycle II|g__Pseudomonas.s__Pseudomonas_putida	0.3295435821
LYSDEGII-PWY: lysine degradation III	12.4517087338
LYSDEGII-PWY: lysine degradation III|unclassified	4.4064685336
PWY-6588: pyruvate fermentation to acetone	12.3066614953
PWY-6588: pyruvate fermentation to acetone|unclassified	1.5044793185
PWY66-387: fatty acid &alpha;-oxidation II	12.1571276357
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	12.0797716520
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	3.0709508751
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	11.7369716073
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle|unclassified	7.2344270462
ARGSYN-PWY: arginine biosynthesis I (via L-ornithine)	11.6798291213
ARGSYN-PWY: arginine biosynthesis I (via L-ornithine)|unclassified	9.0996971801
PWY-7400: arginine biosynthesis IV (archaebacteria)	11.6785683699
PWY-7400: arginine biosynthesis IV (archaebacteria)|unclassified	9.1879003059
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	11.5161579353
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	5.1900039135
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	11.5161579353
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	5.1900039135
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	11.4411261219
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	5.3852702203
ANARESP1-PWY: respiration (anaerobic)	11.1836500846
ANARESP1-PWY: respiration (anaerobic)|unclassified	8.8958536652
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	11.1739621235
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|unclassified	5.9999154549
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	11.0653798390
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	4.9335560584
P221-PWY: octane oxidation	11.0276651062
P221-PWY: octane oxidation|unclassified	4.6945404619
P221-PWY: octane oxidation|g__Acinetobacter.s__Acinetobacter_ursingii	1.6181229773
PWY-6318: phenylalanine degradation IV (mammalian, via side chain)	10.7260404422
PWY-6318: phenylalanine degradation IV (mammalian, via side chain)|unclassified	9.2368892067
PWY-7432: phenylalanine biosynthesis (cytosolic, plants)	10.6200600372
PWY-7432: phenylalanine biosynthesis (cytosolic, plants)|unclassified	8.4149925414
PWY-7432: phenylalanine biosynthesis (cytosolic, plants)|g__Pseudomonas.s__Pseudomonas_putida	0.5732301519
PWY-6608: guanosine nucleotides degradation III	9.6955023482
PWY-6608: guanosine nucleotides degradation III|unclassified	2.3502387065
PWY66-400: glycolysis VI (metazoan)	9.5810515569
PWY66-400: glycolysis VI (metazoan)|unclassified	7.9720050039
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	9.5763455748
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	7.4991785252
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	9.3485307590
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	2.5993074836
PWY-6823: molybdenum cofactor biosynthesis	9.3039865498
PWY-6823: molybdenum cofactor biosynthesis|unclassified	2.3113085783
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	9.2909746756
PWY-5723: Rubisco shunt	9.2152100221
PWY-5723: Rubisco shunt|unclassified	6.4005221532
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	9.1029544899
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Lactobacillus.s__Lactobacillus_crispatus	2.5805785657
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Lactobacillus.s__Lactobacillus_jensenii	1.9408054343
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|unclassified	1.3102909983
PWY-7013: L-1,2-propanediol degradation	8.8982435676
PWY-7013: L-1,2-propanediol degradation|unclassified	7.8688649596
RUMP-PWY: formaldehyde oxidation I	8.8596341387
PWY-5667: CDP-diacylglycerol biosynthesis I	8.8396046401
PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified	6.9376213256
PWY0-1319: CDP-diacylglycerol biosynthesis II	8.8396046401
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	6.9376213256
KETOGLUCONMET-PWY: ketogluconate metabolism	8.5685190305
KETOGLUCONMET-PWY: ketogluconate metabolism|g__Kocuria.s__Kocuria_rhizophila	3.2484289991
KETOGLUCONMET-PWY: ketogluconate metabolism|unclassified	1.9675700159
PWY0-1261: anhydromuropeptides recycling	8.4904538521
PWY0-1261: anhydromuropeptides recycling|unclassified	3.7782197161
P101-PWY: ectoine biosynthesis	8.1777486389
P101-PWY: ectoine biosynthesis|unclassified	5.4928046945
FUCCAT-PWY: fucose degradation	8.1335433041
FUCCAT-PWY: fucose degradation|unclassified	5.6255320499
FUCCAT-PWY: fucose degradation|g__Blautia.s__Ruminococcus_obeum	2.5080112542
P124-PWY: Bifidobacterium shunt	7.9527489081
P124-PWY: Bifidobacterium shunt|g__Gardnerella.s__Gardnerella_vaginalis	2.7667619662
P124-PWY: Bifidobacterium shunt|unclassified	0.7546746414
PWY-181: photorespiration	7.8239704043
PWY-181: photorespiration|unclassified	0.9318930500
GLYCOLATEMET-PWY: glycolate and glyoxylate degradation I	7.7700760820
GLYCOLATEMET-PWY: glycolate and glyoxylate degradation I|unclassified	3.4058099206
GLYCOLATEMET-PWY: glycolate and glyoxylate degradation I|g__Pseudomonas.s__Pseudomonas_putida	2.9109578069
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	7.7431509384
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|unclassified	4.0298640267
REDCITCYC: TCA cycle III (helicobacter)	7.1154033257
REDCITCYC: TCA cycle III (helicobacter)|unclassified	5.7768243746
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	7.0836303982
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|unclassified	6.0999919068
P441-PWY: superpathway of N-acetylneuraminate degradation	6.9111588470
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	4.1494777254
GLUTORN-PWY: ornithine biosynthesis	6.8172916788
GLUTORN-PWY: ornithine biosynthesis|unclassified	5.7869759052
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)	6.7284531164
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)|unclassified	3.9768754130
PWY-5690: TCA cycle II (plants and fungi)	6.7219988143
PWY-5690: TCA cycle II (plants and fungi)|unclassified	5.5374166758
PWY66-367: ketogenesis	6.5549962454
PWY66-367: ketogenesis|unclassified	0.6757551296
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	6.4453637572
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	0.6280173749
PWY-6113: superpathway of mycolate biosynthesis	6.2919611628
PWY-6113: superpathway of mycolate biosynthesis|unclassified	4.2235898916
PWY-7007: methyl ketone biosynthesis	6.2735051034
PWY-7007: methyl ketone biosynthesis|unclassified	2.9336363318
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	6.0248401238
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	4.9578916341
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	6.0248401238
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	4.9578916341
PWY-5417: catechol degradation III (ortho-cleavage pathway)	5.9127094287
PWY-282: cuticular wax biosynthesis	5.9032333300
PWY-282: cuticular wax biosynthesis|unclassified	2.7332712195
PWY-282: cuticular wax biosynthesis|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	2.2239132280
PWY-6305: putrescine biosynthesis IV	5.8961157721
PWY-6305: putrescine biosynthesis IV|unclassified	2.9301560679
METHYLGALLATE-DEGRADATION-PWY: methylgallate degradation	5.7360467912
METHYLGALLATE-DEGRADATION-PWY: methylgallate degradation|unclassified	1.1626326002
GLUDEG-I-PWY: GABA shunt	5.5806059394
GLUDEG-I-PWY: GABA shunt|unclassified	3.2288689342
M-CRESOL-DEGRADATION-PWY: m-cresol degradation	5.5334374206
M-CRESOL-DEGRADATION-PWY: m-cresol degradation|unclassified	1.9850127383
M-CRESOL-DEGRADATION-PWY: m-cresol degradation|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	1.4706848878
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	5.4220130194
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	0.5009166284
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	5.3234812199
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified	4.2582507068
P562-PWY: myo-inositol degradation I	5.3153335712
P562-PWY: myo-inositol degradation I|unclassified	3.7437779115
PWY-6559: spermidine biosynthesis II	5.1845315632
PWY-6559: spermidine biosynthesis II|unclassified	4.1702751730
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	5.1041262910
HEME-BIOSYNTHESIS-II: heme biosynthesis from uroporphyrinogen-III I (aerobic)	4.9808250482
P162-PWY: glutamate degradation V (via hydroxyglutarate)	4.9576383333
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	4.9006632966
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|unclassified	0.5518780556
PHOTOALL-PWY: oxygenic photosynthesis	4.8693116665
PHOTOALL-PWY: oxygenic photosynthesis|unclassified	4.0683430001
PWY-3941: &beta;-alanine biosynthesis II	4.6938524355
PWY-3941: &beta;-alanine biosynthesis II|unclassified	2.4666809433
P42-PWY: incomplete reductive TCA cycle	4.6611474599
P42-PWY: incomplete reductive TCA cycle|unclassified	3.0945775531
PWY-7208: superpathway of pyrimidine nucleobases salvage	4.6301068750
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	4.2766232622
PWY-4321: glutamate degradation IV	4.6266049177
PWY-4321: glutamate degradation IV|unclassified	3.1562403588
PWY-7233: ubiquinol-6 bypass biosynthesis (eukaryotic)	4.6105750536
PWY-7233: ubiquinol-6 bypass biosynthesis (eukaryotic)|unclassified	4.0427370424
URSIN-PWY: ureide biosynthesis	4.5771441790
PWY0-1479: tRNA processing	4.4705942363
PWY0-1479: tRNA processing|unclassified	3.9751801111
PWY-621: sucrose degradation III (sucrose invertase)	4.3425583777
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	2.4776771526
PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	1.3789029515
PWY-621: sucrose degradation III (sucrose invertase)|g__Staphylococcus.s__Staphylococcus_caprae_capitis	0.7122507123
PWY-1622: formaldehyde assimilation I (serine pathway)	4.3196858647
PWY-1622: formaldehyde assimilation I (serine pathway)|unclassified	1.1358824885
GALLATE-DEGRADATION-I-PWY: gallate degradation II	4.2940435574
GALLATE-DEGRADATION-I-PWY: gallate degradation II|g__Gordonia.s__Gordonia_otitidis	2.1091563375
GALLATE-DEGRADATION-I-PWY: gallate degradation II|unclassified	0.9058960835
PWY-5163: p-cumate degradation to 2-oxopent-4-enoate	3.9192919689
PWY-5163: p-cumate degradation to 2-oxopent-4-enoate|unclassified	0.8695603751
AST-PWY: arginine degradation II (AST pathway)	3.8089291197
AST-PWY: arginine degradation II (AST pathway)|unclassified	1.8756268662
PWY-6396: superpathway of 2,3-butanediol biosynthesis	3.7701460725
PWY-6396: superpathway of 2,3-butanediol biosynthesis|unclassified	2.9219051577
PWY-6565: superpathway of polyamine biosynthesis III	3.7484912846
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	3.6721741269
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|unclassified	1.6630047723
PWY-5676: acetyl-CoA fermentation to butyrate II	3.6650482441
PWY-7433: mucin core 1 and core 2 O-glycosylation	3.6415312079
PWY-7433: mucin core 1 and core 2 O-glycosylation|unclassified	3.6415312079
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	3.5440459360
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|unclassified	3.0382893785
PWY-5767: glycogen degradation III	3.5203233100
PWY-5767: glycogen degradation III|unclassified	2.3610388074
PWY-5941: glycogen degradation II	3.4003881405
PWY-5941: glycogen degradation II|unclassified	2.9678763221
PWY66-378: androgen biosynthesis	3.2810880870
PWY66-378: androgen biosynthesis|unclassified	3.1336331363
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)	3.2599277339
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)|unclassified	2.8261792706
PWY-5918: superpathay of heme biosynthesis from glutamate	3.1975413330
PWY-5505: glutamate and glutamine biosynthesis	3.1715064446
PWY-5505: glutamate and glutamine biosynthesis|unclassified	2.8734524246
RHAMCAT-PWY: L-rhamnose degradation I	3.1637970192
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	0.9442693167
LYXMET-PWY: L-lyxose degradation	3.1613971341
LYXMET-PWY: L-lyxose degradation|unclassified	0.6367785909
PWY-3661: glycine betaine degradation I	3.1190556631
PWY-3661: glycine betaine degradation I|unclassified	2.7407241835
PWY-5168: ferulate and sinapate biosynthesis	3.1182372446
PWY-5168: ferulate and sinapate biosynthesis|unclassified	2.4194252250
PWY-5168: ferulate and sinapate biosynthesis|g__Pseudomonas.s__Pseudomonas_putida	0.6988120196
PWY-6803: phosphatidylcholine acyl editing	2.9843733630
PWY-6803: phosphatidylcholine acyl editing|unclassified	2.7946141279
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	2.9646242689
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	2.6791317080
PWY-4041: &gamma;-glutamyl cycle	2.9289078871
PWY-4041: &gamma;-glutamyl cycle|unclassified	2.6107290481
PWY-5173: superpathway of acetyl-CoA biosynthesis	2.9253291671
PWY-5173: superpathway of acetyl-CoA biosynthesis|unclassified	2.2404472192
PWY-6562: norspermidine biosynthesis	2.8631272341
GLYCOCAT-PWY: glycogen degradation I	2.8322261604
GLYCOCAT-PWY: glycogen degradation I|unclassified	2.5962071010
PWY-6433: hydroxylated fatty acid biosynthesis (plants)	2.8230583549
PWY-6433: hydroxylated fatty acid biosynthesis (plants)|unclassified	2.7029605921
TRIGLSYN-PWY: triacylglycerol biosynthesis	2.7320882164
TRIGLSYN-PWY: triacylglycerol biosynthesis|unclassified	1.3821555993
PWY-7039: phosphatidate metabolism, as a signaling molecule	2.7004097665
PWY-7039: phosphatidate metabolism, as a signaling molecule|unclassified	2.5622510982
P23-PWY: reductive TCA cycle I	2.6935792784
P23-PWY: reductive TCA cycle I|unclassified	2.5997046968
PWY-7006: 4-amino-3-hydroxybenzoate degradation	2.5903334012
PWY-7006: 4-amino-3-hydroxybenzoate degradation|g__Gordonia.s__Gordonia_otitidis	2.1091563375
PWY-7006: 4-amino-3-hydroxybenzoate degradation|unclassified	0.6572936912
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	2.5901407061
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified	2.1632192502
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	2.5898396518
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II|unclassified	2.0504250868
PWY-6098: diploterol and cycloartenol biosynthesis	2.5820491208
PWY-6098: diploterol and cycloartenol biosynthesis|g__Methylobacterium.s__Methylobacterium_extorquens	1.9959075812
PWY-6098: diploterol and cycloartenol biosynthesis|g__Methylobacterium.s__Methylobacterium_populi	0.4991023988
PWY-6098: diploterol and cycloartenol biosynthesis|unclassified	0.0870391407
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	2.5813967253
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	2.4025006543
PWY-101: photosynthesis light reactions	2.5547283108
PWY-101: photosynthesis light reactions|unclassified	2.2993970071
TYRFUMCAT-PWY: tyrosine degradation I	2.5542701876
TYRFUMCAT-PWY: tyrosine degradation I|unclassified	1.0801932547
PWY-5920: superpathway of heme biosynthesis from glycine	2.5259669318
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	2.4817234966
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	2.0843899268
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	2.4712251530
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|g__Gordonia.s__Gordonia_otitidis	1.1594202899
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|unclassified	1.0229545068
PWY-6558: heparan sulfate biosynthesis (late stages)	2.4542941686
PWY-6558: heparan sulfate biosynthesis (late stages)|unclassified	2.4427738911
PWY66-389: phytol degradation	2.4444722047
PWY66-389: phytol degradation|unclassified	2.2385400409
PYRIDNUCSAL-PWY: NAD salvage pathway I	2.2661464574
PYRIDNUCSAL-PWY: NAD salvage pathway I|unclassified	1.8978215680
PWY-6749: CMP-legionaminate biosynthesis I	2.2303707231
PWY-6749: CMP-legionaminate biosynthesis I|unclassified	2.0977984727
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	2.1355924230
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)|unclassified	1.9051787737
P163-PWY: lysine fermentation to acetate and butyrate	2.0918437656
P163-PWY: lysine fermentation to acetate and butyrate|unclassified	0.9483694900
PWY-6313: serotonin degradation	2.0320264901
PWY-6313: serotonin degradation|unclassified	1.9716857094
PWY-6342: noradrenaline and adrenaline degradation	2.0320264901
PWY-6342: noradrenaline and adrenaline degradation|unclassified	1.9716857094
PWY-7391: isoprene biosynthesis II (engineered)	2.0201893839
PWY-7391: isoprene biosynthesis II (engineered)|unclassified	1.7252198746
PWY-922: mevalonate pathway I	2.0201893839
PWY-922: mevalonate pathway I|unclassified	1.7252198746
PWY-6633: caffeine degradation V (bacteria, via trimethylurate)	1.9055882651
PWY-6633: caffeine degradation V (bacteria, via trimethylurate)|unclassified	1.7731619878
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	1.8518518519
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|unclassified	1.8518518519
LIPASYN-PWY: phospholipases	1.7387222299
LIPASYN-PWY: phospholipases|unclassified	1.0082711310
PWY-5004: superpathway of citrulline metabolism	1.7270067766
PWY-5004: superpathway of citrulline metabolism|unclassified	1.6561158093
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	1.7177108209
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|unclassified	1.6523375031
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate	1.7167615199
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	1.6920300510
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|unclassified	1.6161787512
PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol)	1.6897541402
PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol)|unclassified	1.2695719007
PWY-6351: D-myo-inositol (1,4,5)-trisphosphate biosynthesis	1.6436963861
PWY-6351: D-myo-inositol (1,4,5)-trisphosphate biosynthesis|unclassified	1.4100791796
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	1.5876964448
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)|unclassified	1.5876964448
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	1.5724614549
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	1.3816688564
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	1.3870966443
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	1.3184850937
PWY-6182: superpathway of salicylate degradation	1.3696677619
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)	1.3567084142
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)|unclassified	1.1434852424
PWY-6568: dermatan sulfate biosynthesis (late stages)	1.3531353258
PWY-6568: dermatan sulfate biosynthesis (late stages)|unclassified	1.3531353258
PWY-6855: chitin degradation I (archaea)	1.3405653680
PWY-6855: chitin degradation I (archaea)|unclassified	1.2800372599
PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic)	1.3327644289
PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic)|unclassified	1.2402016563
PWY-5870: ubiquinol-8 biosynthesis (eukaryotic)	1.3131936503
PWY-5870: ubiquinol-8 biosynthesis (eukaryotic)|unclassified	1.1375007424
PWY-4984: urea cycle	1.2981599049
PWY-4984: urea cycle|unclassified	1.2755313671
CRNFORCAT-PWY: creatinine degradation I	1.2528833123
CRNFORCAT-PWY: creatinine degradation I|unclassified	0.9102117117
PWY-4061: glutathione-mediated detoxification I	1.2358699753
