# Pathway	A4.humann2_Abundance
PWY-5981: CDP-diacylglycerol biosynthesis III|g__Cardiobacterium.s__Cardiobacterium_hominis	0.6105006105
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	254.3430950261
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	30.1217429183
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	27.9038334204
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Streptococcus.s__Streptococcus_sanguinis	15.2486552460
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Corynebacterium.s__Corynebacterium_pseudogenitalium	9.0439008413
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Corynebacterium.s__Corynebacterium_tuberculostearicum	8.6724025752
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Haemophilus.s__Haemophilus_parainfluenzae	8.0169186540
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	3.8434661076
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Haemophilus.s__Haemophilus_haemolyticus	3.4940600978
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Propionibacterium.s__Propionibacterium_granulosum	3.3416875522
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	3.2113267913
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Escherichia.s__Escherichia_coli	1.3947001395
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Enterobacter.s__Enterobacter_cloacae	1.2917012980
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Fusobacterium.s__Fusobacterium_periodonticum	0.8669276627
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Fusobacterium.s__Fusobacterium_nucleatum	0.7215007215
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_rectale	0.6887052342
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Pseudomonas.s__Pseudomonas_fragi	0.6373486297
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Haemophilus.s__Haemophilus_influenzae	0.6128921181
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	243.2717346036
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	20.7626034948
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Corynebacterium.s__Corynebacterium_tuberculostearicum	9.6479550571
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Corynebacterium.s__Corynebacterium_pseudogenitalium	7.2693889091
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Micrococcus.s__Micrococcus_luteus	4.9592631952
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Kocuria.s__Kocuria_rhizophila	4.4429634566
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	4.1445714214
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Corynebacterium.s__Corynebacterium_accolens	3.0835382847
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Enterobacter.s__Enterobacter_cloacae	1.5239024648
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Corynebacterium.s__Corynebacterium_jeikeium	1.2463211608
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Escherichia.s__Escherichia_coli	0.7081456024
PWY-6317: galactose degradation I (Leloir pathway)	221.7260025839
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	41.2954260211
PWY-6317: galactose degradation I (Leloir pathway)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	35.0527695183
PWY-6317: galactose degradation I (Leloir pathway)|g__Streptococcus.s__Streptococcus_thermophilus	12.1572399493
PWY-6317: galactose degradation I (Leloir pathway)|g__Lactococcus.s__Lactococcus_lactis	10.5105105105
PWY-6317: galactose degradation I (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_curvatus	9.0422111406
PWY-6317: galactose degradation I (Leloir pathway)|g__Haemophilus.s__Haemophilus_parainfluenzae	8.4550310422
PWY-6317: galactose degradation I (Leloir pathway)|g__Abiotrophia.s__Abiotrophia_defectiva	8.4479751086
PWY-6317: galactose degradation I (Leloir pathway)|g__Neisseria.s__Neisseria_sicca	4.5045045045
PWY-6317: galactose degradation I (Leloir pathway)|g__Streptococcus.s__Streptococcus_salivarius	3.9986249762
PWY-6317: galactose degradation I (Leloir pathway)|g__Streptococcus.s__Streptococcus_parasanguinis	3.8479871803
PWY-6317: galactose degradation I (Leloir pathway)|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	2.9253087528
PWY-6317: galactose degradation I (Leloir pathway)|g__Haemophilus.s__Haemophilus_influenzae	2.1802380880
PWY-6317: galactose degradation I (Leloir pathway)|g__Haemophilus.s__Haemophilus_haemolyticus	1.9731672636
PWY-6317: galactose degradation I (Leloir pathway)|g__Fusobacterium.s__Fusobacterium_periodonticum	1.1386279533
PWY-6317: galactose degradation I (Leloir pathway)|g__Streptococcus.s__Streptococcus_gordonii	0.9845199140
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	207.5760860334
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	68.0808573127
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Corynebacterium.s__Corynebacterium_pseudogenitalium	10.9869760092
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Corynebacterium.s__Corynebacterium_tuberculostearicum	10.5593828067
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Corynebacterium.s__Corynebacterium_aurimucosum	4.1529458906
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Corynebacterium.s__Corynebacterium_matruchotii	3.9682539683
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Corynebacterium.s__Corynebacterium_accolens	2.6157113970
P41-PWY: pyruvate fermentation to acetate and lactate I	206.1939093103
P41-PWY: pyruvate fermentation to acetate and lactate I|unclassified	33.6606783470
P41-PWY: pyruvate fermentation to acetate and lactate I|g__Corynebacterium.s__Corynebacterium_accolens	6.5933164728
P41-PWY: pyruvate fermentation to acetate and lactate I|g__Corynebacterium.s__Corynebacterium_aurimucosum	5.1226106357
P41-PWY: pyruvate fermentation to acetate and lactate I|g__Corynebacterium.s__Corynebacterium_jeikeium	1.0877054722
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	200.1679251356
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	37.4390761026
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Micrococcus.s__Micrococcus_luteus	8.9480975572
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Actinomyces.s__Actinomyces_oris	6.9740770279
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Corynebacterium.s__Corynebacterium_accolens	3.3285678080
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Actinomyces.s__Actinomyces_viscosus	3.1546010356
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Kocuria.s__Kocuria_rhizophila	2.6989691660
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Actinomyces.s__Actinomyces_odontolyticus	2.6406037731
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Corynebacterium.s__Corynebacterium_aurimucosum	2.4486608604
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Corynebacterium.s__Corynebacterium_jeikeium	1.2553644397
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Actinomyces.s__Actinomyces_naeslundii	1.2166636083
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Lautropia.s__Lautropia_mirabilis	1.2117375378
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|g__Acinetobacter.s__Acinetobacter_radioresistens	0.6011302916
PWY-702: methionine biosynthesis II	194.3541745851
PWY-702: methionine biosynthesis II|unclassified	25.4269623047
PWY-702: methionine biosynthesis II|g__Corynebacterium.s__Corynebacterium_pseudogenitalium	11.3740126732
PWY-702: methionine biosynthesis II|g__Corynebacterium.s__Corynebacterium_tuberculostearicum	11.1267162011
PWY-702: methionine biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	10.1763277993
PWY-702: methionine biosynthesis II|g__Corynebacterium.s__Corynebacterium_accolens	6.5103077743
PWY-702: methionine biosynthesis II|g__Lactococcus.s__Lactococcus_lactis	6.1343262207
PWY-702: methionine biosynthesis II|g__Corynebacterium.s__Corynebacterium_aurimucosum	2.4475663254
PWY-702: methionine biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	2.3032756967
ARO-PWY: chorismate biosynthesis I	193.2356556267
ARO-PWY: chorismate biosynthesis I|unclassified	35.0046965469
ARO-PWY: chorismate biosynthesis I|g__Staphylococcus.s__Staphylococcus_epidermidis	4.3675129657
ARO-PWY: chorismate biosynthesis I|g__Neisseria.s__Neisseria_sicca	2.9378001318
ARO-PWY: chorismate biosynthesis I|g__Malassezia.s__Malassezia_globosa	1.7590149516
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	192.1276846618
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	36.4670159254
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	27.3015440495
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_sanguinis	12.3339003113
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lactococcus.s__Lactococcus_lactis	5.7196945643
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Staphylococcus.s__Staphylococcus_epidermidis	4.8745162579
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_thermophilus	4.2667608847
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Neisseria.s__Neisseria_sicca	2.5004271351
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Malassezia.s__Malassezia_globosa	1.7711654269
P4-PWY: superpathway of lysine, threonine and methionine biosynthesis I	185.1227745663
P4-PWY: superpathway of lysine, threonine and methionine biosynthesis I|unclassified	18.1678601118
P4-PWY: superpathway of lysine, threonine and methionine biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	1.5802345262
PWY-2942: lysine biosynthesis III	180.8162066140
PWY-2942: lysine biosynthesis III|unclassified	22.0426877654
PWY-2942: lysine biosynthesis III|g__Micrococcus.s__Micrococcus_luteus	12.2928328394
PWY-2942: lysine biosynthesis III|g__Actinomyces.s__Actinomyces_viscosus	11.8524173532
PWY-2942: lysine biosynthesis III|g__Actinomyces.s__Actinomyces_oris	5.8559786366
PWY-2942: lysine biosynthesis III|g__Veillonella.s__Veillonella_parvula	4.5197740113
PWY-2942: lysine biosynthesis III|g__Veillonella.s__Veillonella_dispar	3.3277870216
PWY-2942: lysine biosynthesis III|g__Prevotella.s__Prevotella_melaninogenica	1.7042000462
PWY-2942: lysine biosynthesis III|g__Actinomyces.s__Actinomyces_naeslundii	1.6122338759
GLYCOLYSIS: glycolysis I (from glucose-6P)	177.6142871097
GLYCOLYSIS: glycolysis I (from glucose-6P)|unclassified	37.2936848334
GLYCOLYSIS: glycolysis I (from glucose-6P)|g__Enterobacter.s__Enterobacter_cloacae	0.8458453605
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	176.7663880952
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	50.1467924426
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Streptococcus.s__Streptococcus_sanguinis	15.8954157298
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	11.0316380083
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	10.1620120966
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Streptococcus.s__Streptococcus_thermophilus	4.7410315095
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Streptococcus.s__Streptococcus_infantis	2.1344275791
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Streptococcus.s__Streptococcus_parasanguinis	1.7062896440
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Haemophilus.s__Haemophilus_influenzae	1.5452350494
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	172.4392863585
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified	28.1581864174
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	1.8179745018
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	1.3315853708
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Haemophilus.s__Haemophilus_haemolyticus	1.2286667416
PWY-5041: S-adenosyl-L-methionine cycle II	164.5989853150
PWY-5041: S-adenosyl-L-methionine cycle II|unclassified	60.3487357341
PWY-5041: S-adenosyl-L-methionine cycle II|g__Micrococcus.s__Micrococcus_luteus	13.1100402543
PWY-5041: S-adenosyl-L-methionine cycle II|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	9.3017968226
PWY-5041: S-adenosyl-L-methionine cycle II|g__Veillonella.s__Veillonella_parvula	4.0446466768
PWY-5041: S-adenosyl-L-methionine cycle II|g__Veillonella.s__Veillonella_dispar	3.9394435344
PWY-5041: S-adenosyl-L-methionine cycle II|g__Pseudomonas.s__Pseudomonas_psychrotolerans	3.8208765633
PWY-5041: S-adenosyl-L-methionine cycle II|g__Pseudomonas.s__Pseudomonas_fragi	2.6144106795
PWY-5041: S-adenosyl-L-methionine cycle II|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	2.5611626386
PWY-5041: S-adenosyl-L-methionine cycle II|g__Lautropia.s__Lautropia_mirabilis	2.2388093659
PWY-5041: S-adenosyl-L-methionine cycle II|g__Corynebacterium.s__Corynebacterium_matruchotii	2.1787110057
PWY-5041: S-adenosyl-L-methionine cycle II|g__Corynebacterium.s__Corynebacterium_durum	1.9476966215
PWY-5041: S-adenosyl-L-methionine cycle II|g__Malassezia.s__Malassezia_globosa	1.5955806333
PWY-5041: S-adenosyl-L-methionine cycle II|g__Acinetobacter.s__Acinetobacter_ursingii	1.0384215992
PWY-5041: S-adenosyl-L-methionine cycle II|g__Corynebacterium.s__Corynebacterium_jeikeium	0.9302241575
PWY-7301: dTDP-&beta;-L-noviose biosynthesis	163.2712518437
PWY-7301: dTDP-&beta;-L-noviose biosynthesis|unclassified	37.8162647021
PWY-7301: dTDP-&beta;-L-noviose biosynthesis|g__Streptococcus.s__Streptococcus_sanguinis	17.4185844599
PWY-7301: dTDP-&beta;-L-noviose biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	2.2087191085
PWY-6123: inosine-5'-phosphate biosynthesis I	158.4879348457
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	27.0195086746
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Corynebacterium.s__Corynebacterium_tuberculostearicum	10.8178541746
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	9.6248545032
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Corynebacterium.s__Corynebacterium_pseudogenitalium	7.8811694563
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Pseudomonas.s__Pseudomonas_psychrotolerans	2.7505998660
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Corynebacterium.s__Corynebacterium_aurimucosum	1.4123645706
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	1.3903764273
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Staphylococcus.s__Staphylococcus_warneri	0.9262855191
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	156.7264183603
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	23.8290622845
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	151.6164873060
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|unclassified	13.7403944766
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Haemophilus.s__Haemophilus_parainfluenzae	9.0889492557
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Haemophilus.s__Haemophilus_influenzae	1.1900233504
HISHP-PWY: histidine degradation VI	141.4710365692
HISHP-PWY: histidine degradation VI|unclassified	13.3758931953
PWY-5005: biotin biosynthesis II	139.9128380451
PWY-5005: biotin biosynthesis II|unclassified	12.4407095306
PWY-5484: glycolysis II (from fructose-6P)	139.4237285163
PWY-5484: glycolysis II (from fructose-6P)|unclassified	30.8706544358
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	138.7788015256
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified	22.2854080275
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-DAP-containing)	134.2950216433
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-DAP-containing)|unclassified	20.9382551629
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	133.8458707558
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	11.6319897265
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	133.0282237228
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified	11.6600052808
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	11.6177758645
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_influenzae	2.3236032204
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	1.6787912703
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0.6742014880
PWY-5347: superpathway of methionine biosynthesis (transsulfuration)	132.5889944544
PWY-5347: superpathway of methionine biosynthesis (transsulfuration)|unclassified	15.7021613954
PWY-5347: superpathway of methionine biosynthesis (transsulfuration)|g__Enterobacter.s__Enterobacter_cloacae	1.8659607711
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	129.6811821038
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified	23.4064696638
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Staphylococcus.s__Staphylococcus_epidermidis	5.6634005017
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Staphylococcus.s__Staphylococcus_hominis	4.7504067116
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	1.7772636498
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	1.3132243325
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Staphylococcus.s__Staphylococcus_warneri	1.2112619843
PWY0-781: aspartate superpathway	129.4891647904
PWY0-781: aspartate superpathway|unclassified	18.9461139076
METSYN-PWY: homoserine and methionine biosynthesis	128.5913611886
METSYN-PWY: homoserine and methionine biosynthesis|unclassified	14.4430789118
METSYN-PWY: homoserine and methionine biosynthesis|g__Lactococcus.s__Lactococcus_lactis	4.7048788226
METSYN-PWY: homoserine and methionine biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	1.7379635830
PWY-6737: starch degradation V	123.7839804633
PWY-6737: starch degradation V|unclassified	19.3428333527
PWY-6737: starch degradation V|g__Haemophilus.s__Haemophilus_parainfluenzae	8.4213252418
PWY-6737: starch degradation V|g__Enterobacter.s__Enterobacter_cloacae	3.5962357634
PWY-6737: starch degradation V|g__Neisseria.s__Neisseria_sicca	2.8102435417
PWY-6737: starch degradation V|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	2.1771513693
PWY-6737: starch degradation V|g__Haemophilus.s__Haemophilus_haemolyticus	1.3176030947
PWY-6737: starch degradation V|g__Haemophilus.s__Haemophilus_influenzae	0.8107248695
PWY-6737: starch degradation V|g__Escherichia.s__Escherichia_coli	0.5884083554
PWY-6737: starch degradation V|g__Neisseria.s__Neisseria_macacae	0.5412008076
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	123.3100150943
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified	12.9501710684
PENTOSE-P-PWY: pentose phosphate pathway	119.6307585193
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	13.4983514175
PENTOSE-P-PWY: pentose phosphate pathway|g__Enterobacter.s__Enterobacter_cloacae	1.4470561478
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	118.6188108405
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	20.8252935406
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	116.2746098415
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Staphylococcus.s__Staphylococcus_epidermidis	11.7157570609
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	5.2417727084
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Neisseria.s__Neisseria_sicca	4.9729004799
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Staphylococcus.s__Staphylococcus_hominis	4.7411761198
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	1.8229286421
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Staphylococcus.s__Staphylococcus_caprae_capitis	1.4622020763
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Neisseria.s__Neisseria_macacae	1.3463167833
PWY-6936: seleno-amino acid biosynthesis	115.5225140139
PWY-6936: seleno-amino acid biosynthesis|unclassified	23.0991897799
PWY-6936: seleno-amino acid biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	1.1817893021
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	115.1641827332
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|unclassified	24.3368438916
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Micrococcus.s__Micrococcus_luteus	13.4695640771
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Kocuria.s__Kocuria_rhizophila	3.7966638655
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Enterobacter.s__Enterobacter_cloacae	1.4606369726
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	114.8599507338
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|unclassified	15.4291125370
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	1.5854276380
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	114.4140194399
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	22.2551251494
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	1.7624698256
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	1.3645907714
PWY-5723: Rubisco shunt	113.3893568141
PWY-5723: Rubisco shunt|unclassified	36.3266923192
LACTOSECAT-PWY: lactose and galactose degradation I	112.3693227841
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	32.5449337119
LACTOSECAT-PWY: lactose and galactose degradation I|g__Lactococcus.s__Lactococcus_lactis	22.9663961322
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_sanguinis	13.9352485655
LACTOSECAT-PWY: lactose and galactose degradation I|g__Staphylococcus.s__Staphylococcus_epidermidis	6.2991446258
LACTOSECAT-PWY: lactose and galactose degradation I|g__Staphylococcus.s__Staphylococcus_hominis	5.7315868999
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified	2.3847884156
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_infantis	1.6346777827
LACTOSECAT-PWY: lactose and galactose degradation I|g__Staphylococcus.s__Staphylococcus_haemolyticus	0.9406636305
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_australis	0.8984682066
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	110.0533831711
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	9.8005842576
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	8.5860346664
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_influenzae	1.6394136744
PWY-6630: superpathway of tyrosine biosynthesis	109.5722332046
PWY-6630: superpathway of tyrosine biosynthesis|unclassified	8.0230021724
PWY-6630: superpathway of tyrosine biosynthesis|g__Staphylococcus.s__Staphylococcus_epidermidis	4.2798695955
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	108.9985845680
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	34.6246869901
HISDEG-PWY: histidine degradation I	108.7917699269
HISDEG-PWY: histidine degradation I|unclassified	12.6894935409
HISDEG-PWY: histidine degradation I|g__Micrococcus.s__Micrococcus_luteus	9.1111588845
HISDEG-PWY: histidine degradation I|g__Pseudomonas.s__Pseudomonas_psychrotolerans	1.8366082596
HISDEG-PWY: histidine degradation I|g__Staphylococcus.s__Staphylococcus_aureus	1.4857566731
HISDEG-PWY: histidine degradation I|g__Staphylococcus.s__Staphylococcus_warneri	0.6861338550
ANARESP1-PWY: respiration (anaerobic)	108.0265154664
ANARESP1-PWY: respiration (anaerobic)|unclassified	14.8307125862
ANARESP1-PWY: respiration (anaerobic)|g__Haemophilus.s__Haemophilus_influenzae	1.4347945764
ANARESP1-PWY: respiration (anaerobic)|g__Enterobacter.s__Enterobacter_cloacae	0.8292667048
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	106.1312565190
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	10.5607864875
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	9.4452519261
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Haemophilus.s__Haemophilus_influenzae	0.7952224092
